"year","sampleId","farmName","producerName","producerId","fieldName","fieldId","pairId","bw","county","longitude","latitude","crop","variety","eff","texture","measurement","value","qualityCode","lab","testId"
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Mg_cmolc.kg",2.5,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Mg_mg.kg",302.5,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Na_cmolc.kg",0.1,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Na_mg.kg",23,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","CEC_meq.100g",10.4,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Zn_mg.kg",0.2,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Mn_mg.kg",4.1,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Cu_mg.kg",1.5,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","Fe_mg.kg",18,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","S_mg.kg",0.72,140,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","B_mg.kg",0.17,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","wsa_%",67.6,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","WHC_in.ft",2.07,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","moisture_%",10.33,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","bd_g.cm3",58.1,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","sand_%",32,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","clay_%",12,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","silt_%",56,,"Soiltest",""
2022,"D030301","Farm 03","Name 03","03","Field 01","01",,,"D",-120,50,"Wheat",,,"Silt Loam","pH",6.1,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","totalN_%",0.09,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","totalC_%",0.94,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","TOC_%",0.94,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","OM_%",1.6,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","poxC_mg.kg",201,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","96hrminC_mgC.kg.day",27.7,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","nitrateN_mg.kg",3.1,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","ammN_mg.kg",5.5,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","pmN_mg.kg",14.4,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","pmN_lbs.ac",2021.25,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","ace_g.protein.kg.soil",5.06,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","EC_mmhos.cm",0.34,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","olsenP_mg.kg",23,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","K_mg.kg",374,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Ca_cmolc.kg",7.9,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Ca_mg.kg",1580,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Mg_cmolc.kg",2.5,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Mg_mg.kg",302.5,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Na_cmolc.kg",0.07,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Na_mg.kg",16.1,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","CEC_meq.100g",11.2,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Zn_mg.kg",0.5,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Mn_mg.kg",2.2,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Cu_mg.kg",1.1,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","Fe_mg.kg",12,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","S_mg.kg",3.1,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","B_mg.kg",0.23,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","wsa_%",69.2,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","WHC_in.ft",2.02,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","moisture_%",12.23,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","bd_g.cm3",51.62,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","sand_%",33,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","clay_%",13,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","silt_%",54,,"Soiltest",""
2022,"D030302","Farm 03","Name 03","03","Field 02","02",,,"D",-120,50,"CRP/Conservation",,,"Silt Loam","pH",6.6,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","totalN_%",0.09,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","totalC_%",0.87,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","TOC_%",0.87,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","OM_%",1.8,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","poxC_mg.kg",462,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","96hrminC_mgC.kg.day",63.8,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","nitrateN_mg.kg",3,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","ammN_mg.kg",3.3,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","pmN_mg.kg",30.2,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","pmN_lbs.ac",99.27,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","ace_g.protein.kg.soil",9.85,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","EC_mmhos.cm",0.21,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","olsenP_mg.kg",55,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","K_mg.kg",224,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Ca_cmolc.kg",6.4,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Ca_mg.kg",1280,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Mg_cmolc.kg",1.2,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Mg_mg.kg",145.2,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Na_cmolc.kg",0.1,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Na_mg.kg",23,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","CEC_meq.100g",6,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Zn_mg.kg",20.1,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Mn_mg.kg",2.9,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Cu_mg.kg",1.4,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","Fe_mg.kg",36,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","S_mg.kg",26.36,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","B_mg.kg",0.5,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","wsa_%",87.5,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","WHC_in.ft",0.95,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","moisture_%",11,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","bd_g.cm3",1.21,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","sand_%",76,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","clay_%",3,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","silt_%",21,,"Soiltest",""
2022,"D040401","Farm 04","Name 04","04","Field 01","01",,,"D",-120,50,"Apple",,,"Loamy Sand","pH",7,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","totalN_%",0.1,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","totalC_%",1.12,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","inorganicC_%",0.1,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","TOC_%",1.02,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","OM_%",2.3,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","poxC_mg.kg",432,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","96hrminC_mgC.kg.day",60,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","nitrateN_mg.kg",2.2,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","ammN_mg.kg",2.5,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","pmN_mg.kg",57.4,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","pmN_lbs.ac",226.52,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","ace_g.protein.kg.soil",9.54,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","EC_mmhos.cm",0.03,140,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","olsenP_mg.kg",22,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","K_mg.kg",181,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Ca_cmolc.kg",6.6,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Ca_mg.kg",1320,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Mg_cmolc.kg",1.2,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Mg_mg.kg",145.2,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Na_cmolc.kg",0.09,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Na_mg.kg",20.7,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","CEC_meq.100g",7.3,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Zn_mg.kg",23.2,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Mn_mg.kg",1.5,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Cu_mg.kg",0.8,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","Fe_mg.kg",12,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","S_mg.kg",9.61,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","B_mg.kg",0.64,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","wsa_%",86.8,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","WHC_in.ft",1.1,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","moisture_%",8.4,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","bd_g.cm3",1.45,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","sand_%",71,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","clay_%",2,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","silt_%",27,,"Soiltest",""
2022,"D040402","Farm 04","Name 04","04","Field 02","02",,,"D",-120,50,"Green Manure",,,"Sandy Loam","pH",7.4,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","totalN_%",0.09,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","totalC_%",0.86,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","inorganicC_%",0.08,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","TOC_%",0.78,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","OM_%",1.8,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","poxC_mg.kg",426,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","96hrminC_mgC.kg.day",22.5,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","nitrateN_mg.kg",5.5,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","ammN_mg.kg",6,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","pmN_mg.kg",13,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","pmN_lbs.ac",40.43,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","ace_g.protein.kg.soil",9.96,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","EC_mmhos.cm",0.1,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","olsenP_mg.kg",39,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","K_mg.kg",325,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Ca_cmolc.kg",5.6,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Ca_mg.kg",1120,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Mg_cmolc.kg",1.3,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Mg_mg.kg",157.3,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Na_cmolc.kg",0.08,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Na_mg.kg",18.4,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","CEC_meq.100g",7,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Zn_mg.kg",17.2,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Mn_mg.kg",2.3,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Cu_mg.kg",1.9,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","Fe_mg.kg",13,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","S_mg.kg",47.62,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","B_mg.kg",1.11,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","wsa_%",88.2,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","WHC_in.ft",1.31,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","moisture_%",16.4,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","bd_g.cm3",1.14,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","sand_%",63,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","clay_%",3,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","silt_%",34,,"Soiltest",""
2022,"D040403","Farm 04","Name 04","04","Field 03","03",,,"D",-120,50,"Cherry",,,"Sandy Loam","pH",7.2,,"Soiltest",""
