EventDate,EventType,SampleNumber,FMISSampleID,DepthID,StartingDepth [in],EndingDepth [in],ColumnDepth [in],OM [%],ENR [ppm],P (B1 1:10) [ppm],HCO3 (SP) [ppm],pH [none],K [ppm],Mg [mg/kg],Ca [mg/kg],Na [mg/kg],B-Ph [none],H [ppm],CEC [cmol(+)/kg],K [mg/kg],H [mg/kg],NO3-N [ppm],S [ppm],Zn [ppm],Mn [ppm],Fe [ppm],Cu [ppm],B [ppm],SS [ppm],NH4-N [ppm],Cl [ppm],BS-Ca [%],BS-Mg [%],BS-Na [%],BS-B [%],ESP [%],SO4-S [ppm],SAR [none],ECe [dS/m],SAT_PCT [none],CO3 [ppm],HCO3 [ppm],P [ppm],Al [ppm]
2020-01-09,Soil,56520,T64N2,1,0,8,8,1,50,19.4,11.3,7.4,23,24.1,71.7,3.3,,,7.3,0.8,0,7.8,9.7,0.2,1.2,5.3,0.4,0.2,0.5,,0.3,2,1,1.9,0.2,1,9.7,1.6,0.5,23.1,0,1.4,,
2020-01-09,Soil,56521,T64N3,1,0,8,8,0.7,44,16.9,8.8,7.4,30.6,19.8,75.6,3.3,,,6.3,1.2,0,5.6,10.4,0.2,1.1,6.3,0.4,0.2,0.4,,0.3,1.7,0.8,1.6,0.2,0.8,10.4,1.4,0.4,19.7,0,1.2,,
2020-01-09,Soil,56522,T65N1,1,0,8,8,1.3,56,3.9,4.9,6.7,51.8,32.1,58.1,4.2,,0.5,12,1.1,4.5,4.9,32.7,0.8,3.1,10.2,0.5,0.4,0.8,,0.6,3,2,3.4,0.2,1.9,32.7,2.1,0.8,33.9,0,1.6,,
2020-01-09,Soil,56523,T65N2,1,0,8,8,0.7,44,5.2,4,7,21.7,35.2,58.4,5.7,,,7.8,0.7,0,6.5,22.9,0.2,1.7,4.3,0.2,0.2,0.8,,0.8,2.6,1.6,4,0.2,2.7,22.9,2.7,0.8,24.4,0,1.3,,
2020-01-09,Soil,56524,T65N3,1,0,8,8,1,50.2,6.5,3.9,7.3,31.1,34.3,60,5.1,,,13.5,0.6,0,7.7,19.3,0.2,1.4,4,0.2,0.1,0.7,,0.8,2,1.3,3.2,0.2,2.3,19.3,2.5,0.7,29.8,0,1,,
2021-04-20,Soil,43794,G01,1,0,8,8,,,,,,1.63,0.45,1.4,0.01,,,,,,,0.21,25.85,70.57,180.4,6.16,32.85,,,,,,,,,0,,,,,,0.18,87.43
2021-04-20,Soil,43795,G02,1,0,8,8,,,,,,1.88,0.44,1.6,0.01,,,,,,,0.23,28.02,100.2,193.1,7.5,34.26,,,,,,,,,0,,,,,,0.22,96.27
2021-04-20,Soil,43796,G03,1,0,8,8,,,,,,1.96,0.44,1.64,0.01,,,,,,,0.23,27.46,72.4,195.7,7.88,37.77,,,,,,,,,0,,,,,,0.2,84.32
2021-04-20,Soil,43797,G04,1,0,8,8,,,,,,1.89,0.43,1.66,0.02,,,,,,,0.27,28.47,85.4,225.7,7.23,40.85,,,,,,,,,0,,,,,,0.21,95.18
2021-04-20,Soil,43798,G05,1,0,8,8,,,,,,1.37,0.39,1.52,0.01,,,,,,,0.22,22.49,86.5,205.3,7.27,40.11,,,,,,,,,0,,,,,,0.19,95.19
2021-04-20,Soil,43799,G06,1,0,8,8,,,,,,2.15,0.48,1.81,0.01,,,,,,,0.23,23.94,54.54,221.2,7.52,45.82,,,,,,,,,0,,,,,,0.23,99.18
2021-04-20,Soil,43800,G07,1,0,8,8,,,,,,2.3,0.49,2.05,0.01,,,,,,,0.24,25.28,64.45,213.4,9.38,45.2,,,,,,,,,0,,,,,,0.25,92.84
2021-04-20,Soil,43801,G08,1,0,8,8,,,,,,1.9,0.52,1.83,0.01,,,,,,,0.23,21.31,106.4,160,8.6,41.09,,,,,,,,,0,,,,,,0.22,67.43
2021-04-20,Soil,43802,G09,1,0,8,8,,,,,,2.26,0.56,2.11,0.01,,,,,,,0.23,24.87,114.8,174.7,8.32,40.06,,,,,,,,,0,,,,,,0.21,81.24
2021-04-20,Soil,43803,G10,1,0,8,8,,,,,,1.83,0.5,1.61,0.02,,,,,,,0.24,23.9,101.3,179.3,8.69,42.94,,,,,,,,,0,,,,,,0.23,80.15
2021-04-20,Soil,43804,G11,1,0,8,8,,,,,,1.82,0.48,1.7,0.01,,,,,,,0.21,20.69,92.82,154,7.12,38.28,,,,,,,,,0,,,,,,0.17,72.46
2021-04-20,Soil,43805,G12,1,0,8,8,,,,,,1.62,0.49,1.7,0.02,,,,,,,0.22,24.12,101.5,188.3,7.95,42.12,,,,,,,,,0,,,,,,0.2,88.64
2021-04-20,Soil,43806,G13,1,0,8,8,,,,,,1.78,0.46,1.68,0.02,,,,,,,0.23,25.79,68.9,199.8,7.95,43.64,,,,,,,,,0,,,,,,0.22,93.88
2021-04-20,Soil,43807,G14,1,0,8,8,,,,,,1.68,0.42,1.72,0.01,,,,,,,0.19,19.47,47.92,140.8,6.61,36.78,,,,,,,,,0,,,,,,0.2,69.02
2021-04-20,Soil,43808,G15,1,0,8,8,,,,,,1.38,0.41,1.41,0.01,,,,,,,0.2,34.46,66.01,169,8.52,37.49,,,,,,,,,0,,,,,,0.18,79.66
2021-04-20,Soil,43809,G16,1,0,8,8,,,,,,2.43,0.4,1.6,0.01,,,,,,,0.24,21.02,122.3,202.6,7.34,47.05,,,,,,,,,0,,,,,,0.22,86.01
2021-04-20,Soil,43810,G17,1,0,8,8,,,,,,1.42,0.42,1.39,0.01,,,,,,,0.21,17.67,82.58,136.2,6.79,33.25,,,,,,,,,0,,,,,,0.19,59.84
2021-04-20,Soil,43811,G18,1,0,8,8,,,,,,1.15,0.44,1.57,0.02,,,,,,,0.2,23.08,97.26,160.3,7.72,32.54,,,,,,,,,0,,,,,,0.18,73.97
2021-04-20,Soil,43812,G19,1,0,8,8,,,,,,1.69,0.45,1.64,0.02,,,,,,,0.21,23.24,76.84,170.6,6.49,39.41,,,,,,,,,0,,,,,,0.19,89.45
2021-04-20,Soil,43813,G20,1,0,8,8,,,,,,1.76,0.38,1.42,0.01,,,,,,,0.22,21.57,44.07,137.5,6.38,33.36,,,,,,,,,0,,,,,,0.21,60.63
2021-04-20,Soil,43814,G21,1,0,8,8,,,,,,1.45,0.46,1.57,0.01,,,,,,,0.22,19.78,63.01,177.2,6.57,35.31,,,,,,,,,0,,,,,,0.2,90.18
2021-04-20,Soil,43815,G22,1,0,8,8,,,,,,1.54,0.48,1.85,0.01,,,,,,,0.22,25.57,120.9,212.8,6.17,37.3,,,,,,,,,0,,,,,,0.2,101.6
2021-04-20,Soil,43739,SS1,1,0,8,8,,,,,,1.59,0.24,0.89,0.03,,,,,,,0.31,31.73,70.09,70.37,13.89,24.08,,,,,,,,,0,,,,,,0.6,37.34
2021-04-20,Soil,43740,SS2,1,0,8,8,,,,,,1.29,0.17,0.72,0.03,,,,,,,0.24,26.67,67.81,110.7,10.88,20.23,,,,,,,,,0,,,,,,0.46,49.5
2021-04-20,Soil,43741,SS3,1,0,8,8,,,,,,1.67,0.2,0.99,0.02,,,,,,,0.27,33.92,87.42,132.7,14.64,31.13,,,,,,,,,0,,,,,,0.54,65.83
2021-04-20,Soil,43742,SS4,1,0,8,8,,,,,,1.31,0.17,0.76,0.02,,,,,,,0.24,29.14,174.4,98.47,14.26,24.04,,,,,,,,,0,,,,,,0.47,45.77
2021-04-20,Soil,43743,SS5,1,0,8,8,,,,,,1.35,0.18,0.8,0.02,,,,,,,0.26,27.7,81.91,100.8,12.24,18.3,,,,,,,,,0,,,,,,0.52,44.62
2021-04-20,Soil,43744,SS6,1,0,8,8,,,,,,1.14,0.19,0.77,0.02,,,,,,,0.22,26.2,106.5,102.6,11.48,22.83,,,,,,,,,0,,,,,,0.43,43.9
2021-04-20,Soil,43745,SS7,1,0,8,8,,,,,,1.49,0.2,0.77,0.02,,,,,,,0.28,31.55,59.08,119.1,15.37,16.09,,,,,,,,,0,,,,,,0.52,55.15
2021-04-20,Soil,43746,SS8,1,0,8,8,,,,,,1.44,0.18,0.55,0.03,,,,,,,0.26,36.94,41.98,137.8,13.85,11.53,,,,,,,,,0,,,,,,0.48,68.13
2021-04-20,Soil,43774,ST01,1,0,8,8,,,,,,2.12,0.47,1.76,0.03,,,,,,,0.45,78.22,42.37,179.6,18.41,33.47,,,,,,,,,0,,,,,,0.21,100.8
2021-04-20,Soil,43775,ST02,1,0,8,8,,,,,,2.4,0.44,1.65,0.03,,,,,,,0.56,76.83,42.62,196.7,10.37,42.72,,,,,,,,,0,,,,,,0.24,103.2
2021-04-20,Soil,43776,ST03,1,0,8,8,,,,,,2.11,0.37,1.57,0.03,,,,,,,0.43,71.69,41.98,185.9,9.07,43.7,,,,,,,,,0,,,,,,0.24,105.1
2021-04-20,Soil,43777,ST04,1,0,8,8,,,,,,2.53,0.51,2.02,0.02,,,,,,,0.46,59.14,45.29,177,8.6,44.2,,,,,,,,,0,,,,,,0.27,91.88
2021-04-20,Soil,43778,ST05,1,0,8,8,,,,,,2.71,0.49,2.05,0.03,,,,,,,0.46,67.93,46.02,157.7,7.98,43.76,,,,,,,,,0,,,,,,0.25,85.27
2021-04-20,Soil,43779,ST06,1,0,8,8,,,,,,2.6,0.48,2.03,0.03,,,,,,,0.51,91.68,44.55,158.1,7.99,43.55,,,,,,,,,0,,,,,,0.24,105.4
2021-04-20,Soil,43780,ST07,1,0,8,8,,,,,,2.74,0.44,2.02,0.03,,,,,,,0.61,103.4,60.55,232.4,14.11,39.95,,,,,,,,,0,,,,,,0.23,133.4
2021-04-20,Soil,43781,ST08,1,0,8,8,,,,,,2.48,0.53,2.3,0.03,,,,,,,0.52,123.8,46.08,165,12.42,35.72,,,,,,,,,0,,,,,,0.24,105.1
2021-04-20,Soil,43782,ST09,1,0,8,8,,,,,,2.82,0.43,1.92,0.03,,,,,,,0.47,68.19,48.21,212,10.96,37.65,,,,,,,,,0,,,,,,0.26,136.2
2021-04-20,Soil,43783,ST10,1,0,8,8,,,,,,2.85,0.45,1.86,0.03,,,,,,,0.4,70.38,55.05,148.4,18.22,39.95,,,,,,,,,0,,,,,,0.36,141.7
2021-04-20,Soil,43901,WGG1,1,0,8,8,,,,,,1.17,0.39,1.15,0.03,,,,,,,0.48,35.32,104.4,181.3,270.9,47.54,,,,,,,,,0,,,,,,0.4,43.77
2021-04-20,Soil,43902,WGG2,1,0,8,8,,,,,,1.17,0.34,1.09,0.03,,,,,,,0.49,40.25,91.23,153.6,277.6,45.04,,,,,,,,,0,,,,,,0.42,32.95
2021-04-20,Soil,43903,WGG3,1,0,8,8,,,,,,1.19,0.35,1.25,0.03,,,,,,,0.41,40.16,112.9,145.3,182.7,42.62,,,,,,,,,0,,,,,,0.45,35.31
2021-04-20,Soil,43904,WGG4,1,0,8,8,,,,,,1.12,0.39,1.37,0.03,,,,,,,0.47,43.11,135.6,175.8,246.5,48.81,,,,,,,,,0,,,,,,0.45,47.93
2021-04-20,Soil,43905,WGG5,1,0,8,8,,,,,,1.13,0.39,1.31,0.03,,,,,,,0.48,44.19,116.8,145.5,167.7,49.3,,,,,,,,,0,,,,,,0.49,33.87
2021-04-20,Soil,43906,WGG6,1,0,8,8,,,,,,1.04,0.26,0.85,0.03,,,,,,,0.37,24.42,72.59,153.6,166.3,31.65,,,,,,,,,0,,,,,,0.38,31.23
2021-04-20,Soil,43907,WGG7,1,0,8,8,,,,,,1.15,0.33,1.09,0.03,,,,,,,0.5,27.76,101.5,172.3,255.3,35.13,,,,,,,,,0,,,,,,0.41,31.55
2021-04-20,Soil,43908,WGG8,1,0,8,8,,,,,,1.01,0.4,1.3,0.03,,,,,,,0.57,45.79,105.7,183.1,302.9,39.71,,,,,,,,,0,,,,,,0.44,46.19
2021-04-20,Soil,43909,WGG9,1,0,8,8,,,,,,1.1,0.31,1.02,0.03,,,,,,,0.44,41.78,77.73,161.5,230,28.49,,,,,,,,,0,,,,,,0.48,42.75
2021-04-20,Soil,43910,WGG10,1,0,8,8,,,,,,1.26,0.28,1.07,0.05,,,,,,,0.47,43.13,62.06,132.5,212.2,40.99,,,,,,,,,0,,,,,,0.47,34.13
2021-04-20,Soil,43911,WGG11,1,0,8,8,,,,,,1.17,0.35,1.29,0.03,,,,,,,0.5,27.6,100.8,174.6,282.3,44.74,,,,,,,,,0,,,,,,0.37,48.49
2021-04-20,Soil,43912,WGG12,1,0,8,8,,,,,,1.26,0.32,0.99,0.03,,,,,,,0.47,30.29,95.42,190.6,206.2,40.74,,,,,,,,,0,,,,,,0.44,46.81
2021-04-20,Soil,43913,WGG13,1,0,8,8,,,,,,1.28,0.38,1.31,0.03,,,,,,,0.52,38.78,127.8,236.1,256.7,45.79,,,,,,,,,0,,,,,,0.47,61.71
2021-04-20,Soil,43914,WGG14,1,0,8,8,,,,,,1.49,0.4,1.28,0.04,,,,,,,0.56,46.11,97.68,217.1,266.2,51.94,,,,,,,,,0,,,,,,0.55,56.29
2021-04-20,Soil,43915,WGG15,1,0,8,8,,,,,,1.64,0.33,1.14,0.03,,,,,,,0.48,41.16,77.11,148,205.7,46.71,,,,,,,,,0,,,,,,0.56,38.52
2021-04-20,Soil,43916,WGG16,1,0,8,8,,,,,,1.25,0.32,1.14,0.03,,,,,,,0.43,28.32,115.2,160.7,204.7,37.5,,,,,,,,,0,,,,,,0.4,47.24
2021-04-20,Soil,43917,WGG17,1,0,8,8,,,,,,1.26,0.37,1.14,0.04,,,,,,,0.62,39.49,105.4,216.5,338.4,46.1,,,,,,,,,0,,,,,,0.48,55.18
2021-04-20,Soil,43918,WGG18,1,0,8,8,,,,,,1.09,0.43,1.38,0.04,,,,,,,0.67,41.51,129.1,223.9,402.9,46.84,,,,,,,,,0,,,,,,0.44,62.42
2021-04-20,Soil,43919,WGG19,1,0,8,8,,,,,,1.25,0.46,1.49,0.08,,,,,,,0.56,54.11,81.95,208.2,189.9,43.06,,,,,,,,,0,,,,,,0.6,66.92
2021-04-20,Soil,43920,WGG20,1,0,8,8,,,,,,1.25,0.46,1.61,0.03,,,,,,,0.45,52.58,112.4,235.5,166.9,39.28,,,,,,,,,0,,,,,,0.55,67.15
2021-04-20,Soil,43921,WGG21,1,0,8,8,,,,,,1.04,0.37,1.31,0.04,,,,,,,0.5,31.51,101,241.7,308.1,39.37,,,,,,,,,0,,,,,,0.39,70.02
2021-04-20,Soil,43922,WGG22,1,0,8,8,,,,,,1.23,0.34,1.18,0.04,,,,,,,0.55,34.71,111.2,259.8,362.8,39.42,,,,,,,,,0,,,,,,0.44,72.6
2021-04-20,Soil,43923,WGG23,1,0,8,8,,,,,,1.27,0.43,1.38,0.05,,,,,,,0.58,40.86,101.6,237.7,383.3,44.79,,,,,,,,,0,,,,,,0.52,78.06
2021-04-20,Soil,43924,WGG24,1,0,8,8,,,,,,1.24,0.37,1.33,0.04,,,,,,,0.59,35.17,114.6,271.3,353.1,44.33,,,,,,,,,0,,,,,,0.5,90.15
2021-04-20,Soil,43925,WGG25,1,0,8,8,,,,,,1.39,0.33,1.11,0.04,,,,,,,0.51,37.46,92.93,214.3,298.4,38.81,,,,,,,,,0,,,,,,0.55,67.14
2021-04-20,Soil,43784,ST01,1,0,8,8,,,,,,1.8,0.43,1.61,0.02,,,,,,,0.26,30.59,97.87,161.9,8.84,35.83,,,,,,,,,0,,,,,,0.23,88.31
2021-04-20,Soil,43785,ST02,1,0,8,8,,,,,,1.4,0.44,1.62,0.02,,,,,,,0.21,25.96,75.06,170.1,7.88,34.69,,,,,,,,,0,,,,,,0.18,88.53
2021-04-20,Soil,43786,ST03,1,0,8,8,,,,,,1.64,0.41,1.25,0.02,,,,,,,0.25,21.86,99.23,160.4,5.96,34.56,,,,,,,,,0,,,,,,0.19,75.25
2021-04-20,Soil,43787,ST04,1,0,8,8,,,,,,1.28,0.48,1.63,0.02,,,,,,,0.21,28.84,114.2,146.1,7.48,35.85,,,,,,,,,0,,,,,,0.21,72.82
2021-04-20,Soil,43788,ST05,1,0,8,8,,,,,,1.89,0.37,1.5,0.02,,,,,,,0.2,27.55,65.58,163,7.22,32.95,,,,,,,,,0,,,,,,0.19,77.28
2021-04-20,Soil,43789,ST06,1,0,8,8,,,,,,1.98,0.42,1.61,0.02,,,,,,,0.23,25.14,89.14,168.3,7.45,37.12,,,,,,,,,0,,,,,,0.19,77.2
2021-04-20,Soil,43790,ST07,1,0,8,8,,,,,,1.9,0.4,1.55,0.02,,,,,,,0.21,25.59,71.53,181.3,7.51,34.3,,,,,,,,,0,,,,,,0.19,97.65
2021-04-20,Soil,43791,ST08,1,0,8,8,,,,,,1.96,0.39,1.71,0.01,,,,,,,0.24,27.8,63.24,216.1,6.99,33.92,,,,,,,,,0,,,,,,0.18,117.8
2021-04-20,Soil,43792,ST09,1,0,8,8,,,,,,1.49,0.34,1.25,0.02,,,,,,,0.22,22.64,73.83,190.1,6.18,30.68,,,,,,,,,0,,,,,,0.18,97.17
2021-04-20,Soil,43793,ST10,1,0,8,8,,,,,,1.73,0.38,1.29,0.02,,,,,,,0.22,25.11,66.36,205.2,6.37,33.25,,,,,,,,,0,,,,,,0.19,92.77
2021-04-20,Soil,43747,G01,1,0,8,8,,,,,,2.74,0.55,2.33,0.03,,,,,,,0.48,63.98,60.37,236.7,14,43.57,,,,,,,,,0,,,,,,0.32,115.1
2021-04-20,Soil,43748,G02,1,0,8,8,,,,,,2.87,0.51,2.26,0.03,,,,,,,0.49,62.26,44.8,231.8,8.21,41.83,,,,,,,,,0,,,,,,0.29,119.7
2021-04-20,Soil,43749,G03,1,0,8,8,,,,,,2.48,0.53,2.42,0.03,,,,,,,0.47,58.89,70.01,255.2,7.49,41.12,,,,,,,,,0,,,,,,0.25,142.6
2021-04-20,Soil,43750,G04,1,0,8,8,,,,,,2.61,0.6,2.58,0.03,,,,,,,0.47,88.72,53.94,243.3,15.68,42.62,,,,,,,,,0,,,,,,0.27,126.4
2021-04-20,Soil,43751,G05,1,0,8,8,,,,,,2.81,0.56,2.43,0.03,,,,,,,0.44,85.91,53.14,192.7,8.81,35.91,,,,,,,,,0,,,,,,0.27,97.29
2021-04-20,Soil,43752,G06,1,0,8,8,,,,,,2.69,0.44,2.17,0.03,,,,,,,0.48,81.65,44.3,203.4,9.25,44.36,,,,,,,,,0,,,,,,0.3,116.6
2021-04-20,Soil,43753,G07,1,0,8,8,,,,,,2.28,0.55,2.48,0.02,,,,,,,0.37,70.02,56.99,199.7,8.08,40.07,,,,,,,,,0,,,,,,0.26,103.2
2021-04-20,Soil,43754,G08,1,0,8,8,,,,,,2.22,0.49,2.2,0.03,,,,,,,0.47,78.38,44,184.9,9.83,35.05,,,,,,,,,0,,,,,,0.23,101
2021-04-20,Soil,43755,G09,1,0,8,8,,,,,,2.77,0.49,2.04,0.02,,,,,,,0.49,74.89,47.28,154.6,8.14,34.29,,,,,,,,,0,,,,,,0.23,86.59
2021-04-20,Soil,43756,G10,1,0,8,8,,,,,,2.52,0.5,2.04,0.03,,,,,,,0.66,101.5,65.38,193.5,7.65,42.49,,,,,,,,,0,,,,,,0.25,88.35
2021-04-20,Soil,43757,G11,1,0,8,8,,,,,,2.99,0.49,2.13,0.03,,,,,,,0.68,90.07,46.77,134.7,8.36,43.42,,,,,,,,,0,,,,,,0.27,114.2
2021-04-20,Soil,43758,G12,1,0,8,8,,,,,,2.56,0.45,2.14,0.02,,,,,,,0.46,57.58,38.43,204.7,7.55,36.5,,,,,,,,,0,,,,,,0.22,110
2021-04-20,Soil,43759,G13,1,0,8,8,,,,,,3.05,0.53,2.25,0.03,,,,,,,0.52,70.96,46.42,205.8,9.49,43.35,,,,,,,,,0,,,,,,0.28,126.3
2021-04-20,Soil,43760,G14,1,0,8,8,,,,,,3.04,0.5,2.25,0.04,,,,,,,0.79,117.6,49.82,207.6,20.05,43.59,,,,,,,,,0,,,,,,0.28,111.5
2021-04-20,Soil,43761,G15,1,0,8,8,,,,,,2.74,0.47,1.96,0.03,,,,,,,0.75,104.3,53.15,146.2,9.62,40.22,,,,,,,,,0,,,,,,0.25,64.81
2021-04-20,Soil,43762,G16,1,0,8,8,,,,,,2.37,0.38,1.46,0.03,,,,,,,0.44,78.29,32.4,160.3,5.98,32.82,,,,,,,,,0,,,,,,0.2,86.93
2021-04-20,Soil,43763,G17,1,0,8,8,,,,,,2.68,0.49,2.04,0.03,,,,,,,0.54,86.99,49.93,166.7,9.17,43.26,,,,,,,,,0,,,,,,0.26,80.02
2021-04-20,Soil,43764,G18,1,0,8,8,,,,,,2.78,0.54,2.27,0.03,,,,,,,0.46,68.07,48.35,182.2,8.14,39.51,,,,,,,,,0,,,,,,0.25,87.37
2021-04-20,Soil,43765,G19,1,0,8,8,,,,,,2.71,0.48,2.32,0.03,,,,,,,0.51,73.76,46.94,145.7,8.15,41.11,,,,,,,,,0,,,,,,0.27,73.28
2021-04-20,Soil,43766,G20,1,0,8,8,,,,,,2.5,0.48,2.23,0.03,,,,,,,0.55,78.15,40.46,176,8.38,34.67,,,,,,,,,0,,,,,,0.24,87.9
2021-04-20,Soil,43767,G21,1,0,8,8,,,,,,2.79,0.5,2.16,0.02,,,,,,,0.47,49.25,68.22,148.4,6.75,35.32,,,,,,,,,0,,,,,,0.31,74.66
2021-04-20,Soil,43768,G22,1,0,8,8,,,,,,2.66,0.52,2.33,0.02,,,,,,,0.41,62.01,51.74,162.6,10.13,37.58,,,,,,,,,0,,,,,,0.26,97.76
2021-04-20,Soil,43769,G23,1,0,8,8,,,,,,2.62,0.47,2.14,0.02,,,,,,,0.36,43.32,46.43,112.5,8.68,37.29,,,,,,,,,0,,,,,,0.28,95.05
2021-04-20,Soil,43770,G24,1,0,8,8,,,,,,3.08,0.55,2.16,0.03,,,,,,,0.39,50.62,67.65,111.4,7.53,38.25,,,,,,,,,0,,,,,,0.26,92.79
2021-04-20,Soil,43771,G25,1,0,8,8,,,,,,2.53,0.46,2.13,0.03,,,,,,,0.5,73.98,55.56,152.2,8.05,36.59,,,,,,,,,0,,,,,,0.25,111.6
2021-04-20,Soil,43772,G26,1,0,8,8,,,,,,2.65,0.45,2.05,0.03,,,,,,,0.48,65.99,57.71,135.9,8.45,36.93,,,,,,,,,0,,,,,,0.27,104.9
2021-04-20,Soil,43773,G27,1,0,8,8,,,,,,2.28,0.47,2.05,0.03,,,,,,,0.49,76.96,64.27,240.1,40.41,34.53,,,,,,,,,0,,,,,,0.23,153.7
2021-04-20,Soil,43866,WHG1,1,0,8,8,,,,,,1.56,0.22,0.97,0.02,,,,,,,0.26,25.77,34.7,98.38,7.86,43.69,,,,,,,,,0,,,,,,0.39,39.73
2021-04-20,Soil,43867,WHG2,1,0,8,8,,,,,,1.55,0.21,0.88,0.02,,,,,,,0.22,22.61,28.8,76.68,6.2,39.43,,,,,,,,,0,,,,,,0.37,34.55
2021-04-20,Soil,43868,WHG3,1,0,8,8,,,,,,1.34,0.23,0.85,0.02,,,,,,,0.23,22.67,26.79,75.51,7.83,46.33,,,,,,,,,0,,,,,,0.39,26.42
2021-04-20,Soil,43869,WHG4,1,0,8,8,,,,,,1.23,0.25,0.9,0.02,,,,,,,0.26,25.84,30.89,63.1,8.04,40.29,,,,,,,,,0,,,,,,0.39,24.79
2021-04-20,Soil,43870,WHG5,1,0,8,8,,,,,,1.38,0.21,0.82,0.02,,,,,,,0.23,22.96,29.26,71.21,7.61,32.92,,,,,,,,,0,,,,,,0.4,20.71
2021-04-20,Soil,43871,WHG6,1,0,8,8,,,,,,1.4,0.22,0.9,0.02,,,,,,,0.23,25.02,28.16,57.19,8.38,42.68,,,,,,,,,0,,,,,,0.39,14.96
2021-04-20,Soil,43872,WHG7,1,0,8,8,,,,,,1.31,0.22,0.89,0.02,,,,,,,0.23,24.36,28.7,74.73,7.53,43.23,,,,,,,,,0,,,,,,0.35,28.87
2021-04-20,Soil,43873,WHG8,1,0,8,8,,,,,,1.37,0.2,0.75,0.02,,,,,,,0.21,20.58,25.47,66.85,5.88,53.12,,,,,,,,,0,,,,,,0.36,20.34
2021-04-20,Soil,43874,WHG9,1,0,8,8,,,,,,1.34,0.21,0.91,0.02,,,,,,,0.22,21.17,21.14,61.88,6.43,39.46,,,,,,,,,0,,,,,,0.36,18.24
2021-04-20,Soil,43875,WHG10,1,0,8,8,,,,,,1.39,0.22,0.85,0.02,,,,,,,0.26,26.98,30.5,71.51,7.91,48.93,,,,,,,,,0,,,,,,0.41,21.04
2021-04-20,Soil,43876,WHG11,1,0,8,8,,,,,,1.45,0.2,0.95,0.02,,,,,,,0.25,24.18,29.92,68.31,9.15,36.49,,,,,,,,,0,,,,,,0.42,22.48
2021-04-20,Soil,43877,WHG12,1,0,8,8,,,,,,1.42,0.23,1.05,0.02,,,,,,,0.24,26.04,31.22,76.14,10.02,42.55,,,,,,,,,0,,,,,,0.4,28.66
2021-04-20,Soil,43878,WHG13,1,0,8,8,,,,,,1.39,0.24,0.97,0.02,,,,,,,0.24,24.52,28.95,64.12,8.48,38.57,,,,,,,,,0,,,,,,0.37,25.13
2021-04-20,Soil,43879,WHG14,1,0,8,8,,,,,,1.43,0.22,0.78,0.02,,,,,,,0.21,24.46,26.17,58.01,8.15,33.81,,,,,,,,,0,,,,,,0.43,18.23
2021-04-20,Soil,43880,WHG15,1,0,8,8,,,,,,1.35,0.26,1.01,0.02,,,,,,,0.24,22.55,29.71,79.61,9.43,43.9,,,,,,,,,0,,,,,,0.4,24.95
2021-04-20,Soil,43881,WHG16,1,0,8,8,,,,,,1.29,0.24,0.87,0.02,,,,,,,0.22,25.22,26.17,63.54,9.35,47.24,,,,,,,,,0,,,,,,0.37,21.27
2021-04-20,Soil,43882,WHG17,1,0,8,8,,,,,,1.67,0.2,0.85,0.02,,,,,,,0.23,26.45,24.8,66.44,8.49,46.31,,,,,,,,,0,,,,,,0.43,23.89
2021-04-20,Soil,43883,WHG18,1,0,8,8,,,,,,1.5,0.21,0.77,0.02,,,,,,,0.22,25.58,27.92,64.48,9,44.6,,,,,,,,,0,,,,,,0.38,23.98
2021-04-20,Soil,43884,WHG19,1,0,8,8,,,,,,1.48,0.22,0.88,0.02,,,,,,,0.23,26.66,29.48,82.62,9.5,40.64,,,,,,,,,0,,,,,,0.39,35.77
2021-04-20,Soil,43885,WHG20,1,0,8,8,,,,,,1.43,0.21,0.91,0.02,,,,,,,0.23,21.99,30.1,68.3,7.74,68.54,,,,,,,,,0,,,,,,0.33,26.54
2021-04-20,Soil,43886,WHG21,1,0,8,8,,,,,,1.36,0.23,0.92,0.02,,,,,,,0.26,29.36,32,74.05,11.15,48.84,,,,,,,,,0,,,,,,0.41,23.23
2021-04-20,Soil,43887,WHG22,1,0,8,8,,,,,,1.43,0.24,0.87,0.02,,,,,,,0.24,26.4,29.31,64.39,9.14,45.49,,,,,,,,,0,,,,,,0.42,19.75
2021-04-20,Soil,43888,WHG23,1,0,8,8,,,,,,1.58,0.21,0.75,0.02,,,,,,,0.22,26.81,27.36,70.13,9.96,47.23,,,,,,,,,0,,,,,,0.39,24.68
2021-04-20,Soil,43889,WHG24,1,0,8,8,,,,,,1.43,0.19,0.73,0.02,,,,,,,0.19,30.24,28.29,76.64,8.14,43.85,,,,,,,,,0,,,,,,0.35,31.96
2021-04-20,Soil,43890,WHG25,1,0,8,8,,,,,,1.47,0.19,0.78,0.02,,,,,,,0.23,29.89,29.11,96.22,9.14,58.24,,,,,,,,,0,,,,,,0.39,44.14
2021-05-04,Soil,45216,ST07,1,0,8,8,,,,,,1.19,0.44,1.72,0.02,,,,,,,0.3,36.33,147.1,154.5,111,47.18,,,,,,,,,0,,,,,,0.3,55.32
2021-05-04,Soil,45217,ST08,1,0,8,8,,,,,,1.3,0.45,1.7,0.03,,,,,,,0.35,37.13,94.25,157.6,196.4,40.98,,,,,,,,,0,,,,,,0.45,46.44
